league_name,team_long_name_home,team_short_name_home,team_long_name_away,team_short_name_away,home_players_average_rating,home_team_score,home_team_prob_receive_red_cards,home_team_prob_case_win,away_players_average_rating,away_team_score,away_team_prob_receive_red_cards,away_team_prob_case_win,home_avg_bet,draw_avg_bet,away_avg_bet,match_result
Italy Serie A,Juventus,JUV,Sampdoria,SAM,80.64,53.38,7.407407407407407,70.09345794392523,73.0,46.5,10.256410256410255,22.80701754385965,0.7334599367785443,0.2317988317703981,0.095768269885383,1
Italy Serie A,Juventus,JUV,Siena,SIE,82.36,53.38,6.896551724137931,70.09345794392523,69.27,49.25,4.878048780487805,14.893617021276595,0.8734630303378706,0.2188982028718532,-0.031089333636843,1
Italy Serie A,Juventus,JUV,Inter,INT,82.18,50.0,6.818181818181818,70.09345794392523,76.73,55.0,7.526881720430108,40.36697247706422,0.6154446965314017,0.2300914740411732,0.2124748580814806,1
Italy Serie A,Juventus,JUV,Livorno,LIV,82.18,45.62,6.410256410256411,70.09345794392523,69.36,47.62,12.0,7.142857142857143,0.9000939500502095,0.2233042528522436,-0.0628989872799735,1
Italy Serie A,Juventus,JUV,Napoli,NAP,77.73,50.0,6.0606060606060606,70.09345794392523,77.27,54.5,3.061224489795918,42.05607476635514,0.5135386012796125,0.2447990465897634,0.3047326245107992,1
Italy Serie A,Juventus,JUV,Palermo,PAL,82.36,45.62,7.0588235294117645,70.09345794392523,69.55,48.62,8.571428571428571,18.68131868131868,0.8522733618370575,0.2179911657561781,-0.0087905818308117,1
Italy Serie A,Juventus,JUV,Roma,ROM,82.18,45.62,7.142857142857143,70.09345794392523,76.55,53.12,19.76744186046512,44.95412844036697,0.6002177475238555,0.2274355396114771,0.2310524962129902,1
Italy Serie A,Juventus,JUV,Lecce,LEC,81.73,48.75,9.30232558139535,70.09345794392523,71.09,46.25,5.714285714285714,22.22222222222222,0.7948606501759776,0.2229414758255686,0.0435069032517403,1
Italy Serie A,Juventus,JUV,Cesena,CES,81.0,45.62,6.024096385542169,70.09345794392523,68.36,53.62,17.24137931034483,11.904761904761903,0.8783293518957921,0.2217844313763218,-0.0367752417140855,1
Italy Serie A,Juventus,JUV,Brescia,BRE,81.91,50.0,5.607476635514018,70.09345794392523,81.91,50.0,0.0,0.0,0.6720501577938518,0.2650941280506562,0.1119584707624755,1
Italy Serie A,Juventus,JUV,Novara,NOV,81.91,50.0,5.607476635514018,70.09345794392523,81.91,50.0,7.142857142857143,14.285714285714286,0.6133602464022212,0.258504673785945,0.1789154800719737,1
Italy Serie A,Juventus,JUV,Pescara,PES,79.64,53.38,6.666666666666667,70.09345794392523,70.27,47.0,37.5,10.526315789473683,0.819890819122576,0.2323886954406982,0.0108698195935417,1
Italy Serie A,Juventus,JUV,Torino,TOR,80.0,50.0,5.714285714285714,70.09345794392523,74.18,50.12,9.836065573770492,25.806451612903224,0.6853195970404256,0.2359499525173155,0.1398530838625725,1
Italy Serie A,Juventus,JUV,Hellas Verona,VER,81.36,50.0,6.741573033707865,70.09345794392523,71.55,50.12,3.4482758620689653,22.22222222222222,0.778620000350441,0.225474562602636,0.0572587329063449,1
Italy Serie A,Juventus,JUV,Sassuolo,SAS,80.64,50.0,6.451612903225806,70.09345794392523,72.18,53.0,12.903225806451612,20.930232558139537,0.75765430431165,0.2302042721642553,0.0736590097093524,1
Italy Serie A,Juventus,JUV,Empoli,EMP,79.55,50.0,6.315789473684211,70.09345794392523,69.73,56.0,0.0,23.07692307692308,0.7774834125379079,0.2252598625053362,0.0624559046424828,1
Italy Serie A,Juventus,JUV,Frosinone,FRO,77.82,50.0,5.882352941176471,70.09345794392523,63.73,52.38,0.0,0.0,0.9602051936221394,0.2232933520288777,-0.1137355959290178,1
Italy Serie A,Juventus,JUV,Carpi,CAP,81.91,50.0,5.607476635514018,70.09345794392523,81.91,50.0,14.285714285714286,14.285714285714286,0.6133602464022212,0.258504673785945,0.1789154800719737,1
Italy Serie A,Livorno,LIV,Bologna,BOL,70.55,47.62,4.3478260869565215,22.22222222222222,72.0,46.62,5.633802816901408,22.89156626506024,0.3903701389109378,0.3088890778593558,0.3658647852883664,-1
Italy Serie A,Livorno,LIV,Fiorentina,FIO,69.0,47.62,7.407407407407407,22.22222222222222,77.36,52.88,6.172839506172839,36.44859813084112,0.1976276538740842,0.323547277334083,0.5427501613509986,-1
Italy Serie A,Livorno,LIV,Genoa,GEN,70.82,47.62,5.0,22.22222222222222,73.27,52.88,9.72222222222222,18.09523809523809,0.3896481842974657,0.3140704863478306,0.3594176350165996,-1
Italy Serie A,Livorno,LIV,Udinese,UDI,67.64,56.0,5.882352941176471,22.22222222222222,75.27,62.5,4.054054054054054,29.09090909090909,0.244163282927229,0.3249083239675822,0.4974301450508087,-1
Italy Serie A,Livorno,LIV,Atalanta,ATA,67.45,56.0,7.142857142857143,22.22222222222222,74.64,49.25,7.6923076923076925,19.78021978021978,0.2914875780693188,0.3279048520587158,0.4467896700163413,-1
Italy Serie A,Livorno,LIV,Bari,BAR,71.6,33.12,16.666666666666668,22.22222222222222,72.45,38.75,0.0,14.285714285714286,0.436525943179337,0.3109368880022591,0.3150029668933771,0
Italy Serie A,Livorno,LIV,Cagliari,CAG,67.0,56.0,8.333333333333334,22.22222222222222,74.64,52.5,7.462686567164179,16.0,0.2985121782220398,0.3310507561057152,0.4367141301382402,-1
Italy Serie A,Livorno,LIV,Catania,CAT,67.64,56.0,9.090909090909092,22.22222222222222,74.55,52.62,7.936507936507937,8.860759493670885,0.3417484225753695,0.3320795006756248,0.3909223470618953,-1
Italy Serie A,Livorno,LIV,Chievo Verona,CHI,69.55,47.62,4.0,22.22222222222222,73.0,57.38,0.0,26.16822429906542,0.33790479440276,0.3134940576195428,0.4144404783259513,-1
Italy Serie A,Livorno,LIV,Lazio,LAZ,70.27,47.62,3.8461538461538463,22.22222222222222,76.27,58.62,15.189873417721518,33.9622641509434,0.253758724658887,0.3174663841259114,0.4918321613378751,-1
Italy Serie A,Livorno,LIV,Milan,ACM,67.36,56.0,6.25,22.22222222222222,78.18,52.5,6.756756756756757,40.0,0.1355550871855291,0.3294797606750188,0.600560327259416,-1
Italy Serie A,Livorno,LIV,Parma,PAR,69.82,47.62,5.555555555555555,22.22222222222222,74.09,52.88,4.225352112676056,22.22222222222222,0.3373078857599846,0.3177431885451068,0.4090564795166246,-1
Italy Serie A,Livorno,LIV,Sampdoria,SAM,69.18,47.62,7.407407407407407,22.22222222222222,69.18,47.62,8.771929824561404,22.80701754385965,0.4215113219116827,0.3047362419292719,0.3429521118904967,1
Italy Serie A,Livorno,LIV,Siena,SIE,70.18,33.12,25.0,22.22222222222222,70.0,42.5,40.0,14.893617021276595,0.4564393646072463,0.3077305666168316,0.30219194212654,-1
Italy Serie A,Livorno,LIV,Inter,INT,69.91,47.62,4.166666666666667,22.22222222222222,78.0,56.38,6.172839506172839,40.36697247706422,0.1858645939833488,0.3208244482603988,0.5560515537821262,-1
Italy Serie A,Livorno,LIV,Juventus,JUV,67.45,56.0,6.666666666666667,22.22222222222222,83.18,53.38,4.285714285714286,54.54545454545455,-0.0230128768467552,0.3374915687566627,0.7483818011545451,-1
Italy Serie A,Livorno,LIV,Napoli,NAP,71.18,47.62,4.545454545454546,22.22222222222222,78.09,60.0,2.6666666666666665,42.05607476635514,0.2011208916562308,0.3163579438730174,0.5438612089945258,-1
Italy Serie A,Livorno,LIV,Palermo,PAL,69.18,47.62,7.407407407407407,22.22222222222222,69.18,47.62,6.593406593406593,18.68131868131868,0.4384609049586584,0.3066392692067998,0.3236149998901828,0
Italy Serie A,Livorno,LIV,Roma,ROM,65.27,56.0,10.0,22.22222222222222,79.0,58.12,21.53846153846154,44.95412844036697,0.0592140543017939,0.3361674529072109,0.6725873743869552,-1
Italy Serie A,Livorno,LIV,Lecce,LEC,69.18,47.62,7.407407407407407,22.22222222222222,69.18,47.62,8.333333333333334,22.22222222222222,0.4239138329043226,0.3050059856711022,0.3402111816848447,1
Italy Serie A,Livorno,LIV,Cesena,CES,69.18,47.62,7.407407407407407,22.22222222222222,69.18,47.62,14.285714285714286,11.904761904761903,0.4663009911316114,0.3097650359733936,0.2918533416279849,1
Italy Serie A,Livorno,LIV,Brescia,BRE,69.18,47.62,7.407407407407407,22.22222222222222,69.18,47.62,0.0,0.0,0.515209250624637,0.3152562478606529,0.2360558338700698,1
Italy Serie A,Livorno,LIV,Novara,NOV,69.18,47.62,7.407407407407407,22.22222222222222,69.18,47.62,7.142857142857143,14.285714285714286,0.4565193392330063,0.3086667935959417,0.303012843179568,0
Italy Serie A,Livorno,LIV,Pescara,PES,69.18,47.62,7.407407407407407,22.22222222222222,69.18,47.62,31.57894736842105,10.526315789473683,0.4719640527571196,0.3104008605077078,0.2853925775718053,1
Italy Serie A,Livorno,LIV,Torino,TOR,66.91,56.0,7.6923076923076925,22.22222222222222,72.82,50.75,16.666666666666668,25.806451612903224,0.2931096654401094,0.3213473089438737,0.4546574481807569,-1
Italy Serie A,Livorno,LIV,Hellas Verona,VER,70.82,47.62,4.761904761904762,22.22222222222222,72.27,46.75,8.333333333333334,22.22222222222222,0.3927957398080037,0.3091665627828778,0.362525665560349,-1
Italy Serie A,Livorno,LIV,Sassuolo,SAS,70.45,47.62,5.2631578947368425,22.22222222222222,70.91,55.0,0.0,20.930232558139537,0.4184493653243867,0.3068350427679359,0.34067405976558,0
Italy Serie A,Livorno,LIV,Empoli,EMP,69.18,47.62,7.407407407407407,22.22222222222222,69.18,47.62,3.8461538461538463,23.07692307692308,0.4204024706843104,0.3046117448176579,0.3442171566007976,0
Italy Serie A,Livorno,LIV,Frosinone,FRO,69.18,47.62,7.407407407407407,22.22222222222222,69.18,47.62,0.0,0.0,0.515209250624637,0.3152562478606529,0.2360558338700698,1
Italy Serie A,Livorno,LIV,Carpi,CAP,69.18,47.62,7.407407407407407,22.22222222222222,69.18,47.62,14.285714285714286,14.285714285714286,0.4565193392330063,0.3086667935959417,0.303012843179568,1
Italy Serie A,Napoli,NAP,Bologna,BOL,80.91,58.0,4.411764705882353,62.38532110091743,73.82,52.5,6.779661016949152,22.89156626506024,0.6940160698223907,0.2412184514608091,0.1233410268661934,1
Italy Serie A,Napoli,NAP,Fiorentina,FIO,77.36,54.5,4.761904761904762,62.38532110091743,74.82,52.12,4.807692307692308,36.44859813084112,0.5511172271011275,0.2490274749077047,0.2634071870094202,1
Italy Serie A,Napoli,NAP,Genoa,GEN,77.64,54.5,4.2105263157894735,62.38532110091743,74.73,49.12,10.227272727272728,18.09523809523809,0.6336198465014593,0.2563506508784851,0.1711687824471381,1
Italy Serie A,Napoli,NAP,Udinese,UDI,77.36,54.5,4.672897196261682,62.38532110091743,73.36,59.25,3.7383177570093458,29.09090909090909,0.6106943067973044,0.2480408527589937,0.2052185132620697,1
Italy Serie A,Napoli,NAP,Atalanta,ATA,76.27,54.5,5.05050505050505,62.38532110091743,72.5,48.38,6.329113924050633,19.78021978021978,0.645630851617292,0.2531517772026738,0.1661285937534886,1
Italy Serie A,Napoli,NAP,Bari,BAR,76.73,50.0,8.333333333333334,62.38532110091743,72.55,38.75,0.0,14.285714285714286,0.6758934413616664,0.2544028040540247,0.1333755090262971,1
Italy Serie A,Napoli,NAP,Cagliari,CAG,76.82,60.0,4.395604395604396,62.38532110091743,70.55,51.5,8.98876404494382,16.0,0.7107566202622213,0.2473310160397195,0.1074116762068423,1
Italy Serie A,Napoli,NAP,Catania,CAT,79.0,58.0,4.109589041095891,62.38532110091743,72.18,52.62,8.955223880597014,8.860759493670885,0.7485249400942859,0.2487215293524834,0.0633905746982299,1
Italy Serie A,Napoli,NAP,Chievo Verona,CHI,77.73,60.0,4.651162790697675,62.38532110091743,72.09,57.38,0.0,26.16822429906542,0.6552251636541464,0.2444256430358784,0.1646176518723451,1
Italy Serie A,Napoli,NAP,Lazio,LAZ,77.36,54.5,4.854368932038835,62.38532110091743,76.18,66.62,13.0,33.9622641509434,0.5339925279990643,0.2542547384749073,0.2738335063401557,1
Italy Serie A,Napoli,NAP,Milan,ACM,77.27,54.5,4.950495049504951,62.38532110091743,78.27,54.38,8.080808080808081,40.0,0.4654725493002786,0.2580208423906268,0.3375921512516098,1
Italy Serie A,Napoli,NAP,Parma,PAR,75.91,60.0,4.301075268817204,62.38532110091743,72.27,52.88,7.954545454545454,22.22222222222222,0.6334174217973032,0.2524570914300031,0.17995401402475,1
Italy Serie A,Napoli,NAP,Sampdoria,SAM,80.09,58.0,4.918032786885246,62.38532110091743,72.82,46.5,9.523809523809524,22.80701754385965,0.6989666491106457,0.2408123273771254,0.1206356383486158,1
Italy Serie A,Napoli,NAP,Siena,SIE,76.73,58.0,4.477611940298507,62.38532110091743,67.45,49.25,6.382978723404255,14.893617021276595,0.7759183342111377,0.2388208541803034,0.053425705522127,1
Italy Serie A,Napoli,NAP,Inter,INT,77.36,54.5,4.62962962962963,62.38532110091743,76.91,55.0,6.481481481481482,40.36697247706422,0.4930053387835544,0.2534907127074885,0.31570394139099,1
Italy Serie A,Napoli,NAP,Juventus,JUV,77.36,54.5,4.807692307692308,62.38532110091743,78.36,50.0,6.730769230769231,54.54545454545455,0.4056074615831311,0.2513011605620531,0.4056992572448757,1
Italy Serie A,Napoli,NAP,Livorno,LIV,79.18,58.0,4.225352112676056,62.38532110091743,67.55,56.0,14.285714285714286,7.142857142857143,0.8520590480467148,0.2350616339056956,-0.0228866818854634,1
Italy Serie A,Napoli,NAP,Palermo,PAL,77.73,54.5,4.716981132075472,62.38532110091743,70.09,51.5,6.818181818181818,18.68131868131868,0.7261884091682675,0.2418784596984706,0.0970563842740797,1
Italy Serie A,Napoli,NAP,Roma,ROM,77.36,54.5,4.587155963302752,62.38532110091743,78.27,55.88,15.596330275229358,44.95412844036697,0.4468206648217696,0.2554552455816081,0.3592836419601514,1
Italy Serie A,Napoli,NAP,Lecce,LEC,76.45,53.75,2.702702702702702,62.38532110091743,68.36,51.5,8.0,22.22222222222222,0.7222246632988484,0.2390432252770167,0.1073039737302483,1
Italy Serie A,Napoli,NAP,Cesena,CES,77.1,54.5,4.901960784313726,62.38532110091743,67.45,51.88,14.634146341463415,11.904761904761903,0.7951909663245526,0.2390465516740811,0.0331332883975749,1
Italy Serie A,Napoli,NAP,Brescia,BRE,78.0,53.75,4.0,62.38532110091743,69.0,50.62,0.0,0.0,0.8299517833217616,0.2463837677549218,-0.0127844356539536,1
Italy Serie A,Napoli,NAP,Novara,NOV,79.82,55.0,6.521739130434782,62.38532110091743,69.22,48.12,8.333333333333334,14.285714285714286,0.801239982123271,0.2347831264886674,0.0268353788491232,1
Italy Serie A,Napoli,NAP,Pescara,PES,79.09,55.0,5.357142857142857,62.38532110091743,67.45,54.38,71.42857142857143,10.526315789473683,0.8384679170905144,0.23348138995517,-0.0071234904077707,1
Italy Serie A,Napoli,NAP,Torino,TOR,77.18,60.0,4.545454545454546,62.38532110091743,73.45,56.75,10.256410256410255,25.806451612903224,0.6189763440606483,0.2503867680613915,0.1943423772171859,1
Italy Serie A,Napoli,NAP,Hellas Verona,VER,77.0,60.0,4.49438202247191,62.38532110091743,68.73,46.75,4.3478260869565215,22.22222222222222,0.7251825668484658,0.2384394971295644,0.1039703556659983,1
Italy Serie A,Napoli,NAP,Sassuolo,SAS,76.18,54.5,5.154639175257732,62.38532110091743,72.64,53.0,13.333333333333334,20.930232558139537,0.6363907919579705,0.2533218093370308,0.1753200706385582,1
Italy Serie A,Napoli,NAP,Empoli,EMP,76.64,60.0,4.3478260869565215,62.38532110091743,67.27,56.25,0.0,23.07692307692308,0.7442162134200017,0.2347865997056972,0.0903869284970409,1
Italy Serie A,Napoli,NAP,Frosinone,FRO,77.36,54.5,4.587155963302752,62.38532110091743,77.36,54.5,0.0,0.0,0.6497986329708108,0.2734605915832777,0.1338101162205243,1
Italy Serie A,Napoli,NAP,Carpi,CAP,77.36,54.5,4.587155963302752,62.38532110091743,77.36,54.5,14.285714285714286,14.285714285714286,0.5911087215791802,0.2668711373185665,0.2007671255300225,1
Italy Serie A,Palermo,PAL,Bologna,BOL,73.45,48.62,1.6129032258064515,47.252747252747255,72.73,52.5,7.272727272727272,22.89156626506024,0.5205111178725146,0.276584906170006,0.2685564977568427,1
Italy Serie A,Palermo,PAL,Fiorentina,FIO,71.45,51.5,1.2048192771084338,47.252747252747255,75.55,52.12,5.0,36.44859813084112,0.3703231232681351,0.2850245679692186,0.411847020795856,-1
Italy Serie A,Palermo,PAL,Genoa,GEN,70.36,51.5,1.1904761904761905,47.252747252747255,71.45,49.12,10.309278350515465,18.09523809523809,0.5075414530560539,0.2845855478163076,0.2777724463815784,1
Italy Serie A,Palermo,PAL,Udinese,UDI,69.0,48.62,1.4285714285714286,47.252747252747255,74.09,59.5,3.409090909090909,29.09090909090909,0.3835916459823465,0.2916723258810112,0.3952665059105442,1
Italy Serie A,Palermo,PAL,Atalanta,ATA,69.55,51.5,1.2195121951219512,47.252747252747255,72.0,48.38,7.407407407407407,19.78021978021978,0.4742525469282951,0.2879825165582304,0.3083554146082106,1
Italy Serie A,Palermo,PAL,Bari,BAR,73.18,49.38,3.703703703703704,47.252747252747255,68.91,56.62,0.0,14.285714285714286,0.6275543340083478,0.2699346376190643,0.1707882359860935,1
Italy Serie A,Palermo,PAL,Cagliari,CAG,71.09,51.5,1.36986301369863,47.252747252747255,71.27,60.62,8.791208791208792,16.0,0.5335658019465309,0.282737212837858,0.252632232981277,1
Italy Serie A,Palermo,PAL,Catania,CAT,72.55,48.75,1.8867924528301887,47.252747252747255,73.73,43.75,8.16326530612245,8.860759493670885,0.5410400688562399,0.2888615509249119,0.2343139728490741,1
Italy Serie A,Palermo,PAL,Chievo Verona,CHI,70.73,51.5,1.1111111111111112,47.252747252747255,72.82,57.38,0.0,26.16822429906542,0.4538284773271372,0.2838192562059429,0.3315688706218919,1
Italy Serie A,Palermo,PAL,Lazio,LAZ,68.45,48.62,1.492537313432836,47.252747252747255,77.27,58.62,14.457831325301203,33.9622641509434,0.289257197909428,0.3006801612585235,0.4790667440525459,-1
Italy Serie A,Palermo,PAL,Milan,ACM,71.45,51.5,1.2658227848101269,47.252747252747255,77.91,54.38,7.291666666666667,40.0,0.3082912126255143,0.2904671580836738,0.4668072570873359,-1
Italy Serie A,Palermo,PAL,Parma,PAR,69.18,48.62,1.408450704225352,47.252747252747255,70.64,52.88,8.045977011494253,22.22222222222222,0.484565835835655,0.2839286486287397,0.304004994908053,1
Italy Serie A,Palermo,PAL,Sampdoria,SAM,71.73,48.75,1.9230769230769231,47.252747252747255,70.73,43.12,8.333333333333334,22.80701754385965,0.528552809315787,0.2759829447869608,0.2649006335463255,1
Italy Serie A,Palermo,PAL,Siena,SIE,72.91,48.62,1.6666666666666667,47.252747252747255,68.09,49.25,4.761904761904762,14.893617021276595,0.6364374823936669,0.2680353263292204,0.1649100728678368,1
Italy Serie A,Palermo,PAL,Inter,INT,70.09,51.5,1.1363636363636365,47.252747252747255,78.27,55.0,6.666666666666667,40.36697247706422,0.2738407366176982,0.2956158568906982,0.4974686655281199,-1
Italy Serie A,Palermo,PAL,Juventus,JUV,68.91,51.5,1.098901098901099,47.252747252747255,80.73,50.0,6.481481481481482,54.54545454545455,0.1438357032691457,0.3001335779467574,0.6239012858575068,-1
Italy Serie A,Palermo,PAL,Livorno,LIV,77.27,48.5,0.0,47.252747252747255,71.2,33.12,40.0,7.142857142857143,0.6881716886309721,0.2673553190474629,0.1050279719616145,1
Italy Serie A,Palermo,PAL,Napoli,NAP,71.0,51.5,1.3157894736842106,47.252747252747255,77.18,54.5,2.197802197802198,42.05607476635514,0.3060133658177205,0.2887307808972241,0.4722347481897282,-1
Italy Serie A,Palermo,PAL,Roma,ROM,69.82,51.5,1.1494252873563218,47.252747252747255,78.27,55.88,16.346153846153847,44.95412844036697,0.2498919602319593,0.2943413169243311,0.5235540115816653,-1
Italy Serie A,Palermo,PAL,Lecce,LEC,73.0,49.38,3.125,47.252747252747255,69.45,51.5,8.695652173913043,22.22222222222222,0.5806912601975917,0.2684548867829393,0.2198104574072385,1
Italy Serie A,Palermo,PAL,Cesena,CES,68.45,48.62,1.4705882352941178,47.252747252747255,67.82,53.62,16.129032258064516,11.904761904761903,0.5698437552476002,0.2825015768695297,0.2222616904491176,1
Italy Serie A,Palermo,PAL,Brescia,BRE,77.64,49.38,0.0,47.252747252747255,69.18,50.62,0.0,0.0,0.765117067482592,0.2634364860300546,0.0324708731050294,1
Italy Serie A,Palermo,PAL,Novara,NOV,76.82,48.75,2.702702702702702,47.252747252747255,70.0,48.12,16.666666666666668,14.285714285714286,0.674443982173683,0.2618624608546013,0.1266666649345977,1
Italy Serie A,Palermo,PAL,Pescara,PES,73.64,48.62,1.7241379310344829,47.252747252747255,69.91,47.0,41.66666666666666,10.526315789473683,0.6315912965725194,0.2732356141675883,0.1615909317444529,1
Italy Serie A,Palermo,PAL,Torino,TOR,70.64,51.5,1.2345679012345678,47.252747252747255,72.64,50.12,9.433962264150944,25.806451612903224,0.4572320505293891,0.283726520120362,0.3284793894162086,1
Italy Serie A,Palermo,PAL,Hellas Verona,VER,71.09,51.5,1.3333333333333333,47.252747252747255,71.09,50.12,3.333333333333333,22.22222222222222,0.5116215203691045,0.2793270848048573,0.2788734113831951,1
Italy Serie A,Palermo,PAL,Sassuolo,SAS,69.55,51.5,1.162790697674419,47.252747252747255,71.27,53.0,10.526315789473683,20.930232558139537,0.4842027222908815,0.2852618380818085,0.3018938867479495,1
Italy Serie A,Palermo,PAL,Empoli,EMP,69.91,51.5,1.1235955056179776,47.252747252747255,69.82,56.0,4.3478260869565215,23.07692307692308,0.5113365168682775,0.2787994253005051,0.2823006502825415,1
Italy Serie A,Palermo,PAL,Frosinone,FRO,68.82,51.5,1.098901098901099,47.252747252747255,68.82,51.5,0.0,0.0,0.6056431331160403,0.2898401450080144,0.1764156070359302,1
Italy Serie A,Palermo,PAL,Carpi,CAP,70.82,51.5,1.1764705882352942,47.252747252747255,67.09,52.5,0.0,14.285714285714286,0.6195333099096711,0.2718280187969545,0.1813200398977568,1
Italy Serie A,Roma,ROM,Bologna,BOL,79.27,58.12,10.606060606060606,62.264150943396224,72.55,52.5,6.557377049180328,22.89156626506024,0.6881120726717523,0.242641665071728,0.1308644503084018,1
Italy Serie A,Roma,ROM,Fiorentina,FIO,79.27,53.12,8.536585365853659,62.264150943396224,75.45,52.88,6.097560975609756,36.44859813084112,0.5741187882220035,0.2450892041582974,0.2414879378167239,1
Italy Serie A,Roma,ROM,Genoa,GEN,79.0,55.88,9.433962264150944,62.264150943396224,71.18,49.12,10.476190476190476,18.09523809523809,0.7302537197062559,0.2415849521547521,0.0907273994437226,1
Italy Serie A,Roma,ROM,Udinese,UDI,78.27,55.88,7.766990291262136,62.264150943396224,72.09,59.25,3.7735849056603774,29.09090909090909,0.6529890118115687,0.2415180789600007,0.1694354856437891,1
Italy Serie A,Roma,ROM,Atalanta,ATA,78.82,55.88,8.571428571428571,62.264150943396224,71.45,48.38,7.777777777777778,19.78021978021978,0.7145014054954093,0.2421787096310724,0.1060652972859979,1
Italy Serie A,Roma,ROM,Bari,BAR,77.0,55.62,15.789473684210526,62.264150943396224,69.45,38.75,0.0,14.285714285714286,0.7428786436117915,0.2443837619886586,0.0787513084515401,1
Italy Serie A,Roma,ROM,Cagliari,CAG,78.64,53.12,8.433734939759036,62.264150943396224,71.82,51.5,8.333333333333334,16.0,0.7191915026855239,0.2455933861089628,0.0974113574993078,1
Italy Serie A,Roma,ROM,Catania,CAT,77.73,58.12,9.72222222222222,62.264150943396224,72.45,52.62,8.695652173913043,8.860759493670885,0.7186567551662777,0.2536122630744072,0.0896323794438226,1
Italy Serie A,Roma,ROM,Chievo Verona,CHI,79.73,53.12,8.235294117647058,62.264150943396224,71.18,57.38,0.0,26.16822429906542,0.7108855803939049,0.2355864583681879,0.1161678772633917,1
Italy Serie A,Roma,ROM,Lazio,LAZ,77.0,55.88,7.6923076923076925,62.264150943396224,77.18,66.62,12.5,33.9622641509434,0.5066498985107245,0.258500066831362,0.2964724790795147,1
Italy Serie A,Roma,ROM,Milan,ACM,78.0,53.12,7.865168539325842,62.264150943396224,79.18,55.12,6.666666666666667,40.0,0.4605417199980869,0.2585996233285678,0.3402585795347485,1
Italy Serie A,Roma,ROM,Parma,PAR,79.0,55.88,8.695652173913043,62.264150943396224,74.25,48.62,7.6923076923076925,22.22222222222222,0.651584430694878,0.2488922636070267,0.1599123092869798,1
Italy Serie A,Roma,ROM,Sampdoria,SAM,73.55,47.5,10.638297872340424,62.264150943396224,71.64,43.12,3.125,22.80701754385965,0.5986363203039459,0.2577743284190147,0.212836539008011,1
Italy Serie A,Roma,ROM,Siena,SIE,78.18,58.12,11.475409836065571,62.264150943396224,70.45,49.25,4.444444444444445,14.893617021276595,0.7425824949310571,0.2434266964005401,0.0777958004275201,1
Italy Serie A,Roma,ROM,Inter,INT,78.27,53.12,8.045977011494253,62.264150943396224,78.36,56.38,6.593406593406593,40.36697247706422,0.480621464657865,0.255128764276274,0.3240804006755747,1
Italy Serie A,Roma,ROM,Juventus,JUV,78.64,55.88,8.080808080808081,62.264150943396224,78.91,50.0,6.862745098039215,54.54545454545455,0.4183093015556184,0.2490859918383952,0.3931804404640981,1
Italy Serie A,Roma,ROM,Livorno,LIV,79.0,53.12,9.45945945945946,62.264150943396224,68.45,47.62,10.0,7.142857142857143,0.8301289217678076,0.2384460386888118,-0.0049281456512144,1
Italy Serie A,Roma,ROM,Napoli,NAP,78.27,55.88,8.51063829787234,62.264150943396224,77.09,54.5,2.127659574468085,42.05607476635514,0.4992122080774191,0.250539260542489,0.3113786233568639,1
Italy Serie A,Roma,ROM,Palermo,PAL,76.0,55.88,8.16326530612245,62.264150943396224,70.27,51.5,7.142857142857143,18.68131868131868,0.6894347740908783,0.2479325599177095,0.1296491736394358,1
Italy Serie A,Roma,ROM,Lecce,LEC,77.18,52.38,11.428571428571429,62.264150943396224,70.45,51.5,8.333333333333334,22.22222222222222,0.6935729798109417,0.2431623642789203,0.1291278264786003,1
Italy Serie A,Roma,ROM,Cesena,CES,80.09,55.62,8.333333333333334,62.264150943396224,68.91,41.88,0.0,11.904761904761903,0.8219210878159462,0.2342331734096141,0.0063476210091778,1
Italy Serie A,Roma,ROM,Brescia,BRE,79.0,55.88,9.433962264150944,62.264150943396224,79.0,55.88,0.0,0.0,0.647393359108288,0.2733939671557494,0.1328737124974289,1
Italy Serie A,Roma,ROM,Novara,NOV,78.0,47.5,10.0,62.264150943396224,68.9,48.12,10.0,14.285714285714286,0.7728364257819647,0.2396175216003556,0.0528390784535877,1
Italy Serie A,Roma,ROM,Pescara,PES,77.73,58.12,11.666666666666666,62.264150943396224,68.64,47.0,35.294117647058826,10.526315789473683,0.7884043762005251,0.2414128494600746,0.0355830743571026,1
Italy Serie A,Roma,ROM,Torino,TOR,79.09,53.12,8.13953488372093,62.264150943396224,74.0,56.75,9.75609756097561,25.806451612903224,0.643586098685641,0.2462084730364613,0.1711243195861698,1
Italy Serie A,Roma,ROM,Hellas Verona,VER,78.82,53.12,8.333333333333334,62.264150943396224,69.0,46.75,4.545454545454546,22.22222222222222,0.7537198680732218,0.2337015637547715,0.0777349314794694,1
Italy Serie A,Roma,ROM,Sassuolo,SAS,78.45,55.88,8.0,62.264150943396224,69.91,53.0,10.81081081081081,20.930232558139537,0.7337410029103053,0.2381807325577918,0.092737015122018,1
Italy Serie A,Roma,ROM,Empoli,EMP,78.27,55.88,7.84313725490196,62.264150943396224,67.91,56.0,4.545454545454546,23.07692307692308,0.7617243438406387,0.2317508325690735,0.0733852485147961,1
